Address,Postal_Code,County,Price_euro,Not_Full_Market_Price,VAT_Exclusive,Description_of_Property,Property_Size_Description,Day,Month,Year,DoS_yyyymmdd,Income_Indices,Income_Per_Person_euro,num_Postal_Code,num_County
"61 PARK DRIVE AVENUE, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,395000.0,No,No,Second-Hand Dwelling house /Apartment,,21,10,2019,2019-10-21,122.2901374,38902.81574,6,5
"33 Griffen Glen Boulevard, Lucan",,Dublin,212500.0,No,No,Second-Hand Dwelling house /Apartment,,4,11,2010,2010-11-04,114.6838254,29224.81553,-1,5
"52 Woodbank, Shankill",,Dublin,435000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,23,2,2017,2017-02-23,120.8404921,35777.04822,-1,5
"29 BRACKEN HILL, SANDYFORD, DUBLIN 18",Dublin 18,Dublin,204500.0,No,No,Second-Hand Dwelling house /Apartment,,23,7,2015,2015-07-23,121.3860474,32997.87569,9,5
"BALLYGARVEY, RATHOWEN, CO WESTMEATH",,Westmeath,65000.0,No,No,Second-Hand Dwelling house /Apartment,,4,10,2019,2019-10-04,75.88279203,24139.75761,-1,23
"1 Somerton Park, Newcastle Road, Lucan",,Dublin,365000.0,No,Yes,New Dwelling house /Apartment,,13,12,2018,2018-12-13,122.3417314,37406.12892,-1,5
"Astwood Lodge, 4 Beechwood Drive, Boreenmanna Road",,Cork,247000.0,No,No,Second-Hand Dwelling house /Apartment,,15,12,2015,2015-12-15,98.45160268,26763.32095,-1,3
"1 ST MARYS PLACE, HOWTH, CO DUBLIN",,Dublin,270000.0,No,No,Second-Hand Dwelling house /Apartment,,8,12,2016,2016-12-08,121.9729259,34144.23583,-1,5
"167  Rockview, Simons Ridge, Sandyford",Dublin 18,Dublin,83700.44,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,18,2,2011,2011-02-18,117.6102093,29387.63815,9,5
"JIGGINSTOWN, NAAS, KILDARE",,Kildare,450000.0,No,No,Second-Hand Dwelling house /Apartment,,4,4,2016,2016-04-04,107.8389625,30187.67436,-1,8
"16 GROVE GARDEN, VERDEMONT, BLANCHARDSTOWN",Dublin 15,Dublin,193000.0,No,No,Second-Hand Dwelling house /Apartment,,27,10,2017,2017-10-27,120.8404921,35777.04822,6,5
"40 LAKE SHORE DR, CASTLEBAR, MAYO",,Mayo,81000.0,No,No,Second-Hand Dwelling house /Apartment,,20,12,2013,2013-12-20,83.97517994,21573.5278,-1,15
"7 THE CLOSE, RYEBRIDGE, KILCOCK",,Kildare,230000.0,No,No,Second-Hand Dwelling house /Apartment,,3,1,2017,2017-01-03,114.4367515,33881.10315,-1,8
"38 EATON GREEN, EATON DR, RATHCOOLE",Dublin 24,Dublin,165000.0,No,No,Second-Hand Dwelling house /Apartment,,27,1,2016,2016-01-27,121.9729259,34144.23583,13,5
"6 Berwick Hall, Whitehall Road, Churchtown",,Dublin,224000.0,No,No,Second-Hand Dwelling house /Apartment,,15,11,2011,2011-11-15,117.6102093,29387.63815,-1,5
"19 SHELMARTIN AVE, MARINO, DUBLIN 3",Dublin 3,Dublin,459000.0,No,No,Second-Hand Dwelling house /Apartment,,29,3,2018,2018-03-29,122.3417314,37406.12892,14,5
"1 The Close, Citywest Village, Citywest",Dublin 24,Dublin,309308.37,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,10,10,2017,2017-10-10,120.8404921,35777.04822,13,5
"23 THE PADDOCK, BELLFIELD RD, ENNISCORTHY",,Wexford,165000.0,No,No,Second-Hand Dwelling house /Apartment,,24,1,2020,2020-01-24,82.53998428,26840.0561,-1,24
"MAIN ST, LOUGHREA, GALWAY",,Galway,100000.0,No,No,Second-Hand Dwelling house /Apartment,,29,4,2015,2015-04-29,90.412496,24577.95081,-1,6
"Killeen, Mullinavat",,Kilkenny,250000.0,No,No,Second-Hand Dwelling house /Apartment,,24,6,2010,2010-06-24,89.33778493,22765.89812,-1,9
"37 FERRAN TERRACE, BALLINA, CO. MAYO",,Mayo,38000.0,No,No,Second-Hand Dwelling house /Apartment,,15,2,2019,2019-02-15,80.78251551,25698.45272,-1,15
"9 THE GROVE, DUBLIN HILL, CORK",,Cork,250000.0,No,No,Second-Hand Dwelling house /Apartment,,17,5,2018,2018-05-17,101.6747702,31087.1811,-1,3
"1 CEIDE HOUSE, MILLERS LANE, RAHOON",,Galway,225000.0,No,No,Second-Hand Dwelling house /Apartment,,29,10,2021,2021-10-29,88.85740352,29578.80337,-1,6
"170 Beauvale Park, Artane",,Dublin,185000.0,No,No,Second-Hand Dwelling house /Apartment,,29,6,2012,2012-06-29,119.0093179,30840.87562,-1,5
"HILLCREST, CARRAIG ON BANNOW, WEXFORD",,Wexford,265000.0,No,No,Second-Hand Dwelling house /Apartment,,19,10,2021,2021-10-19,81.57245941,27113.90239,-1,24
"16 KILSHANE DR, DUBLIN",Dublin 11,Dublin,166659.37,Yes,No,Second-Hand Dwelling house /Apartment,,22,7,2019,2019-07-22,122.2901374,38902.81574,2,5
"1 Oakgrove, Woodlands, Letterkenny",,Donegal,308370.04,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,27,8,2010,2010-08-27,77.78483858,19821.86722,-1,4
"10 IONA AVE, THURLES, TIPPERARY",,Tipperary,90000.0,No,No,Second-Hand Dwelling house /Apartment,,3,4,2020,2020-04-03,82.46228901,26823.89705,-1,21
"CLONEGAL, ENNISCORTHY, CARLOW",,Carlow,50000.0,No,No,Second-Hand Dwelling house /Apartment,,19,5,2021,2021-05-19,87.44297161,29167.12101,-1,0
"35 Cnoic Caislean, Knockboy, Waterford",,Waterford,149779.73,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,12,12,2013,2013-12-12,92.94263965,23877.30067,-1,22
"5 THE OAKS, LOUGHLINSTOWN DR, DUN LAOGHAIRE",,Dublin,410000.0,No,No,Second-Hand Dwelling house /Apartment,,3,11,2017,2017-11-03,120.8404921,35777.04822,-1,5
"36 COOLEENS CLOSE, CLONMEL, CO TIPPERARY",,Tipperary,90000.0,No,No,Second-Hand Dwelling house /Apartment,,20,10,2021,2021-10-20,81.62093703,27148.44433,-1,21
"97 WHITEFIELDS STATION RD, PORTARLINGTON, LAOIS",,Laois,152500.0,No,No,Second-Hand Dwelling house /Apartment,,30,4,2017,2017-04-30,82.72038948,24490.89136,-1,10
"36 ARDMORE EST, PASSAGE WEST, CORK",,Cork,99000.0,No,No,Second-Hand Dwelling house /Apartment,,14,6,2016,2016-06-14,98.91884037,27690.63863,-1,3
"11 Millbrook, Milltown",,Galway,37000.0,No,No,Second-Hand Dwelling house /Apartment,,22,11,2012,2012-11-22,94.27968127,24432.27114,-1,6
"32 Powerstown Way, Clonmel",,Tipperary,285000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,29,6,2011,2011-06-29,90.79952516,22688.36699,-1,21
"35 - 37 FARMHILL DR, GOATSTOWN, DUBLIN 14",Dublin 14,Dublin,642500.0,No,No,Second-Hand Dwelling house /Apartment,,26,10,2018,2018-10-26,122.3417314,37406.12892,5,5
"5 HILLSIDE VIEW, BALLYARRA, CASTLELYONS",,Cork,57500.0,No,No,Second-Hand Dwelling house /Apartment,,18,12,2015,2015-12-18,98.45160268,26763.32095,-1,3
"60 KILDERRY HALL, ASHBOURNE, CO MEATH",,Meath,174000.0,No,No,Second-Hand Dwelling house /Apartment,,3,5,2019,2019-05-03,100.5939859,32000.85779,-1,16
"NO.4 - CEOIL NA H-ABHAINN, CHAPELTOWN, VALENTIA ISLAND",,Kerry,109000.0,No,No,Second-Hand Dwelling house /Apartment,,18,4,2017,2017-04-18,85.65692567,25360.30687,-1,7
"7 THE WALK, INSE BAY, LAYTOWN",,Meath,245000.0,No,No,Second-Hand Dwelling house /Apartment,,5,9,2019,2019-09-05,100.5939859,32000.85779,-1,16
"504 THE EDGES 1, THE BEACON SOUTH QUARTER, SANDYFORD",,Dublin,215000.0,No,No,Second-Hand Dwelling house /Apartment,,22,7,2016,2016-07-22,121.9729259,34144.23583,-1,5
"8 Greenfields, Bandon",,Cork,200000.0,No,No,Second-Hand Dwelling house /Apartment,,23,2,2010,2010-02-23,100.639342,25645.86763,-1,3
"WILLISON, ROSCREA, COUNTY TIPPERARY",,Tipperary,220000.0,No,No,Second-Hand Dwelling house /Apartment,,9,6,2020,2020-06-09,82.46228901,26823.89705,-1,21
"APT 15, BLOCK C, ROYAL CANAL COURT",,Kildare,130000.0,No,No,Second-Hand Dwelling house /Apartment,,7,6,2017,2017-06-07,114.4367515,33881.10315,-1,8
"8 carraig Breac, Drumshanbo",,Leitrim,65000.0,No,No,Second-Hand Dwelling house /Apartment,,29,11,2011,2011-11-29,91.07249157,22756.57397,-1,11
"8 RATHMULLAN RD, DROGHEDA, LOUTH",,Louth,243000.0,No,No,Second-Hand Dwelling house /Apartment,,8,7,2015,2015-07-08,89.00914279,24196.45989,-1,14
"20  UPPER GEORGES STREET, WEXFORD TOWN, WEXFORD",,Wexford,130000.0,No,No,Second-Hand Dwelling house /Apartment,,4,12,2020,2020-12-04,82.53998428,26840.0561,-1,24
"GLENFIELD, KILMALLOCK, COUNTY LIMERICK",,Limerick,90000.0,No,No,Second-Hand Dwelling house /Apartment,,28,11,2017,2017-11-28,108.4820304,32118.09855,-1,12
"32 SMITHFIELD GATE, SMITHFIELD, DUBLIN 7",,Dublin,180618.0,No,No,Second-Hand Dwelling house /Apartment,,12,6,2015,2015-06-12,121.3860474,32997.87569,-1,5
"139 TEMPLE MILLS, RATHANGAN, CO KILDARE",,Kildare,170000.0,No,No,Second-Hand Dwelling house /Apartment,,19,10,2020,2020-10-19,107.4330958,35044.78533,-1,8
"12 Kilmore Heights, Kilkelly",,Mayo,57000.0,No,No,Second-Hand Dwelling house /Apartment,,2,1,2013,2013-01-02,83.97517994,21573.5278,-1,15
"15 SEACOURT, NEWCASTLE, WICKLOW",,Wicklow,160000.0,No,No,Second-Hand Dwelling house /Apartment,,23,10,2015,2015-10-23,101.496535,27591.06268,-1,25
"Apt 27  The Elms, Mount Merrion Avenue, Blackrock",,Dublin,350000.0,No,No,Second-Hand Dwelling house /Apartment,,31,10,2013,2013-10-31,120.0591077,30843.61949,-1,5
"THORNHILL, CHERRY GARTH, MOUNT MERRION",,Dublin,2175000.0,No,No,Second-Hand Dwelling house /Apartment,,28,8,2019,2019-08-28,122.2901374,38902.81574,-1,5
"2 HAZEL COURT, BELFIELD, FERRYBANK",,Waterford,111000.0,No,No,Second-Hand Dwelling house /Apartment,,21,4,2015,2015-04-21,95.42257239,25939.90205,-1,22
"19 TRAVERSLEA WOODS, LOWER GLENAGEARY RD, DUN LAOGHAIRE",,Dublin,655000.0,No,No,Second-Hand Dwelling house /Apartment,,30,5,2016,2016-05-30,121.9729259,34144.23583,-1,5
"122 TUR UISCE, MERLIN PARK, GALWAY",,Galway,200000.0,No,No,Second-Hand Dwelling house /Apartment,,31,5,2019,2019-05-31,90.37404068,28749.69908,-1,6
"8 HOLLYBANK LAWN, CLONGOWEN, WATERFORD RD",,Kilkenny,317500.0,No,No,Second-Hand Dwelling house /Apartment,,27,11,2018,2018-11-27,88.04524062,26919.93634,-1,9
"17 Cappa Fort, Kilrush",,Clare,76500.0,No,No,Second-Hand Dwelling house /Apartment,,5,12,2013,2013-12-05,87.65362981,22518.53489,-1,2
"23 ASHBROOK, COOLONEY, SLIGO",,Sligo,137000.0,No,No,Second-Hand Dwelling house /Apartment,,4,12,2020,2020-12-04,86.48527894,28169.17605,-1,20
"21 GRANGEMORE CRESCENT, DONAGHMEDE, DUBLIN 13",Dublin 13,Dublin,344000.0,No,No,Second-Hand Dwelling house /Apartment,,3,6,2020,2020-06-03,123.1012168,40191.10945,4,5
"79 Acha Bhile, Loughville, Ennis",,Cork,168000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,31,5,2018,2018-05-31,101.6747702,31087.1811,-1,3
"23 THE GREEN, DUN EALA DUNTAHANE RD, FERMOY",,Cork,125000.0,No,No,Second-Hand Dwelling house /Apartment,,10,6,2015,2015-06-10,98.45160268,26763.32095,-1,3
"37 MELVILLE VIEW, CITYSIDE, FINGLAS",Dublin 11,Dublin,120000.0,No,No,Second-Hand Dwelling house /Apartment,,20,12,2014,2014-12-20,120.6112462,31589.80748,2,5
"13 CASTLEVIEW COURT, SWORDS, DUBLIN",,Dublin,257000.0,No,No,Second-Hand Dwelling house /Apartment,,2,7,2021,2021-07-02,123.9176757,41522.06589,-1,5
"APT 14, CUMBERLAND ROW, BRITAIN ST DUBLIN 1",Dublin 1,Dublin,271000.0,No,No,Second-Hand Dwelling house /Apartment,,26,2,2018,2018-02-26,122.3417314,37406.12892,0,5
"2 the haven stratford, orwell road, rathgar",Dublin 6,Dublin,252000.0,No,No,Second-Hand Dwelling house /Apartment,,5,4,2013,2013-04-05,120.0591077,30843.61949,17,5
"EMMEL EAST, CLOGHJORDAN, TIPPERARY",,Tipperary,150000.0,No,No,Second-Hand Dwelling house /Apartment,,21,11,2019,2019-11-21,83.31231368,26503.22958,-1,21
"90 RIVERSIDE DR, QUAY RD, BALLINA",,Mayo,127500.0,No,No,Second-Hand Dwelling house /Apartment,,11,12,2020,2020-12-11,80.15103629,26085.92305,-1,15
"68 MANORFIELDS AVE, CASTAHEANY, CLONEE DUBLIN 15",Dublin 15,Dublin,260000.0,No,No,Second-Hand Dwelling house /Apartment,,15,8,2014,2014-08-15,120.6112462,31589.80748,6,5
"22 THE GENOA, HARTYS QUAY, ROCHESTOWN",,Cork,160000.0,No,No,Second-Hand Dwelling house /Apartment,,6,4,2018,2018-04-06,101.6747702,31087.1811,-1,3
"55 HOME VILLAS, DONNYBROOK, DUBLIN 4",Dublin 4,Dublin,681055.0,No,No,Second-Hand Dwelling house /Apartment,,31,7,2017,2017-07-31,120.8404921,35777.04822,15,5
"19 ABBEY PARK VIEW, CLANE, NAAS",,Kildare,395000.0,No,No,Second-Hand Dwelling house /Apartment,,20,12,2018,2018-12-20,113.8570586,34811.93017,-1,8
"REALT NA MAIDINE, KILLEA RD, HARRISTOWN",,Waterford,200000.0,No,No,Second-Hand Dwelling house /Apartment,,22,5,2014,2014-05-22,96.14880924,25182.74597,-1,22
"39 Harold Road, Grangegorman, Dublin 7",Dublin 7,Dublin,160000.0,No,No,Second-Hand Dwelling house /Apartment,,13,11,2013,2013-11-13,120.0591077,30843.61949,19,5
"28 FITZWILLIAM POINT, RINGSEND, DUBLIN 4",Dublin 4,Dublin,372000.0,No,No,Second-Hand Dwelling house /Apartment,,13,10,2017,2017-10-13,120.8404921,35777.04822,15,5
"RETAIN, MACETOWN, NAVAN",,Meath,340000.0,No,No,Second-Hand Dwelling house /Apartment,,11,11,2016,2016-11-11,100.2696773,28068.78233,-1,16
"147 BELFRY HALL, CITYWEST RD, CITYWEST",Dublin 24,Dublin,220000.0,No,No,Second-Hand Dwelling house /Apartment,,19,3,2021,2021-03-19,123.9176757,41522.06589,13,5
"TIREAGH PIER ROAD, ENNISCRONE, CO SLIGO",,Sligo,172500.0,No,No,Second-Hand Dwelling house /Apartment,,16,12,2020,2020-12-16,86.48527894,28169.17605,-1,20
"100D Fernleigh Drive, Castleknock",Dublin 15,Dublin,195000.0,No,No,Second-Hand Dwelling house /Apartment,,21,9,2010,2010-09-21,114.6838254,29224.81553,6,5
"131 THE ISLAND, CHAPELIZOD, DUBLIN 20",Dublin 20,Dublin,183500.0,No,No,Second-Hand Dwelling house /Apartment,,10,2,2016,2016-02-10,121.9729259,34144.23583,11,5
"MILL STREET, WESTPORT, CO MAYO",,Mayo,47000.0,No,No,Second-Hand Dwelling house /Apartment,,24,2,2016,2016-02-24,80.36872919,22497.85207,-1,15
"158 Kylemore, Schoolhouse Road, Monaleen",,Limerick,237004.4,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,7,12,2016,2016-12-07,108.8402222,30467.95989,-1,12
"20 WELLMOUNT DR, FINGLAS WEST, DUBLIN 11",Dublin 11,Dublin,220000.0,No,No,Second-Hand Dwelling house /Apartment,,6,2,2019,2019-02-06,122.2901374,38902.81574,2,5
"11 KNOCKLYON HEIGHTS, TEMPLEOGUE, DUBLIN 16",Dublin 16,Dublin,605000.0,No,No,Second-Hand Dwelling house /Apartment,,6,11,2020,2020-11-06,123.1012168,40191.10945,7,5
"BALLYNAHALLIA, MOYCULLEN, GALWAY",,Galway,149999.99,No,No,Second-Hand Dwelling house /Apartment,,8,2,2017,2017-02-08,91.30778344,27033.34715,-1,6
"Apt. 62 Block 3, Northwood Green, Santry",Dublin 9,Dublin,86293.0,Yes,Yes,New Dwelling house /Apartment,,18,12,2018,2018-12-18,122.3417314,37406.12892,21,5
"GLENAMARA, FUNSHOG, COLLON",,Louth,150000.0,No,No,Second-Hand Dwelling house /Apartment,,12,3,2018,2018-03-12,90.09730878,27547.3586,-1,14
"190 KILLEAGH GARDENS, KILLEAGH, CO CORK",,Cork,195000.0,No,No,Second-Hand Dwelling house /Apartment,,30,9,2020,2020-09-30,102.4934839,33427.07414,-1,3
"5 HAZELBROOK COURT, TERENURE ROAD WEST, DUBLIN 6W",,Dublin,80000.0,No,No,Second-Hand Dwelling house /Apartment,,2,3,2021,2021-03-02,123.9176757,41522.06589,-1,5
"5 ROCKBARTON COURT, SALTHILL, GALWAY",,Galway,193000.0,No,No,Second-Hand Dwelling house /Apartment,,7,4,2016,2016-04-07,92.06370489,25771.66062,-1,6
"KNOCKROE, MEELICK, CO CLARE",,Clare,455000.0,No,No,Second-Hand Dwelling house /Apartment,,29,6,2021,2021-06-29,88.94796907,29651.38888,-1,2
"6 BLACKWATER HEIGHTS, ABBEYLANDS, NAVAN",,Meath,134915.0,No,No,Second-Hand Dwelling house /Apartment,,24,3,2020,2020-03-24,100.1450409,32617.34424,-1,16
"33 DUN EOIN, BALLINREA RD, CARRIGALINE",,Cork,259000.0,No,No,Second-Hand Dwelling house /Apartment,,25,9,2018,2018-09-25,101.6747702,31087.1811,-1,3
"26 FOXFORD COURT, BALLYOWEN LANE, LUCAN",,Dublin,199000.0,No,No,Second-Hand Dwelling house /Apartment,,27,2,2020,2020-02-27,123.1012168,40191.10945,-1,5
"NEDINEAGH, DUNMANWAY, CO CORK",,Cork,190000.0,No,No,Second-Hand Dwelling house /Apartment,,19,10,2021,2021-10-19,102.6648871,34327.05524,-1,3
"OLDCASTLETOWN, KILDORRERY, CORK",,Cork,150000.0,Yes,No,Second-Hand Dwelling house /Apartment,,21,10,2015,2015-10-21,98.45160268,26763.32095,-1,3
"BALLYDUFF, STRADBALLY, CO LAOIS",,Laois,345000.0,No,No,Second-Hand Dwelling house /Apartment,,28,10,2016,2016-10-28,84.69451586,23708.78211,-1,10
"11  Leopardstown Avenue, Blackrock, Co. Dublin",,Dublin,415000.0,No,No,Second-Hand Dwelling house /Apartment,,10,7,2012,2012-07-10,119.0093179,30840.87562,-1,5
"ROCKS ROAD, KINGSCOURT, CO CAVAN",,Cavan,130000.0,No,No,Second-Hand Dwelling house /Apartment,,22,12,2020,2020-12-22,80.12035849,26052.14604,-1,1
"34 Luttrellstown Drive, Castleknock",Dublin 15,Dublin,311000.0,No,No,Second-Hand Dwelling house /Apartment,,29,7,2011,2011-07-29,117.6102093,29387.63815,6,5
"DRUMMIN, BALLYTURN, GORT",,Galway,85000.0,No,No,Second-Hand Dwelling house /Apartment,,22,12,2016,2016-12-22,92.06370489,25771.66062,-1,6
"YELLOW LOUGH, HALLSTOWN, DUNSHAUGHLIN",,Meath,337000.0,No,No,Second-Hand Dwelling house /Apartment,,31,7,2020,2020-07-31,100.1450409,32617.34424,-1,16
"27 MILLBANK SQ, SALLINS, KILDARE",,Kildare,162000.0,Yes,No,Second-Hand Dwelling house /Apartment,,25,2,2019,2019-02-25,107.1593191,34089.41499,-1,8
"14 THE COURTYARD, ST RAPHELS MANOR, CLANE RD",,Kildare,175000.0,No,No,Second-Hand Dwelling house /Apartment,,20,10,2014,2014-10-20,102.4504307,26833.2306,-1,8
"21 SEABURY, STATION RD, ROSSLARE STRAND",,Wexford,142500.0,No,No,Second-Hand Dwelling house /Apartment,,14,5,2019,2019-05-14,83.51898489,26568.97561,-1,24
"61 AVONMORE RD, RAHEEN, LIMERICK",,Limerick,225000.0,No,No,Second-Hand Dwelling house /Apartment,,21,10,2021,2021-10-21,111.3360294,37352.90892,-1,12
"8 SPENCER ST SOUTH, SOUTH CIRCULAR RD, DUBLIN 8",Dublin 8,Dublin,660000.0,No,No,Second-Hand Dwelling house /Apartment,,16,6,2021,2021-06-16,123.9176757,41522.06589,20,5
"8 WOODVIEW, DUBLIN RD, DROGHEDA",,Louth,240000.0,No,No,Second-Hand Dwelling house /Apartment,,12,3,2015,2015-03-12,89.00914279,24196.45989,-1,14
"1 CASTLETIMON GREEN, KILMORE, DUBLIN CITY",Dublin 5,Dublin,250000.0,No,No,Second-Hand Dwelling house /Apartment,,25,6,2019,2019-06-25,122.2901374,38902.81574,16,5
"10 ASHDALE PARK, TERENURE, DUBLIN 6W",,Dublin,945000.0,No,No,Second-Hand Dwelling house /Apartment,,23,8,2021,2021-08-23,123.9176757,41522.06589,-1,5
"23 suir road, kilmainham",Dublin 8,Dublin,166000.0,No,No,Second-Hand Dwelling house /Apartment,,10,3,2010,2010-03-10,114.6838254,29224.81553,20,5
"62 Carne Hill, Navan",,Meath,228000.0,No,No,Second-Hand Dwelling house /Apartment,,12,8,2011,2011-08-12,98.11595213,24516.54593,-1,16
"KILRONAN, INIS MOR, ARAN ISLANDS",,Galway,102500.0,No,No,Second-Hand Dwelling house /Apartment,,23,11,2016,2016-11-23,92.06370489,25771.66062,-1,6
"MAYO, BALLINAMORE, LEITRIM",,Leitrim,200000.0,No,No,Second-Hand Dwelling house /Apartment,,7,2,2014,2014-02-07,86.24924122,22589.90776,-1,11
"2 Park Gate, Shillelagh Road, Tullow",,Carlow,145000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,9,1,2014,2014-01-09,92.4621259,24217.15096,-1,0
"Site 84 Ard Bann, Muff, CountyDonegal",,Donegal,135000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,8,10,2015,2015-10-08,71.6171107,19468.56797,-1,4
"24A Moore Bay, Kilkee",,Clare,60000.0,No,No,Second-Hand Dwelling house /Apartment,,22,6,2012,2012-06-22,90.2579926,23390.06367,-1,2
"APT 22, ORNAMENTAL GARDENS, OLDTOWN DEMESNE",,Kildare,198000.0,No,No,Second-Hand Dwelling house /Apartment,,16,10,2015,2015-10-16,105.0155327,28547.6755,-1,8
"BALLYARTHUR, MITCHELSTOWN, CORK",,Cork,182000.0,Yes,No,Second-Hand Dwelling house /Apartment,,18,12,2018,2018-12-18,101.6747702,31087.1811,-1,3
"31 THE GROVE, HUNTERS RUN, CLONEE DUBLIN 15",Dublin 15,Dublin,297000.0,No,No,Second-Hand Dwelling house /Apartment,,31,1,2019,2019-01-31,122.2901374,38902.81574,6,5
"15 Adamstown Boulevard, Adamstown Square, Adanstown",,Dublin,295154.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,6,3,2018,2018-03-06,122.3417314,37406.12892,-1,5
"TINNAHINCH, GRAIGUENAMANAGH, CO CARLOW",,Carlow,125000.0,No,No,Second-Hand Dwelling house /Apartment,,20,2,2020,2020-02-20,87.77965346,28593.87348,-1,0
"CULLEEN, KILSALLAGH, WESTPORT",,Mayo,96000.0,No,No,Second-Hand Dwelling house /Apartment,,9,4,2015,2015-04-09,80.22447756,21808.41533,-1,15
"42 THE BAILEY, CIRCULAR RD, GALWAY",,Galway,260000.0,No,No,Second-Hand Dwelling house /Apartment,,25,9,2018,2018-09-25,91.05341986,27839.69069,-1,6
"2 CLAREVIEW TERRACE, FARRANSHONE, LIMERICK",,Limerick,235000.0,No,No,Second-Hand Dwelling house /Apartment,,16,12,2020,2020-12-16,110.2827876,36028.55853,-1,12
"29 Stenson Park, Farranshone, Limerick",,Limerick,141000.0,No,No,Second-Hand Dwelling house /Apartment,,29,10,2013,2013-10-29,106.1068916,27259.24467,-1,12
"7 GALWAY BAY APTS, SALTHILL, GALWAY",,Galway,169500.0,No,No,Second-Hand Dwelling house /Apartment,,22,4,2016,2016-04-22,92.06370489,25771.66062,-1,6
"59 sli an choiste, tuam road, athlone",,Roscommon,117500.0,No,No,Second-Hand Dwelling house /Apartment,,20,8,2012,2012-08-20,84.55017238,21910.90073,-1,19
"Apt. 12 Hawthorn House, Carrickmines Green, Glenamuck Road",,Dublin,295154.0,No,Yes,New Dwelling house /Apartment,,27,2,2019,2019-02-27,122.2901374,38902.81574,-1,5
"APARTMENT 13, VICHORSCHORALAND, TUAM",,Galway,40000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,1,11,2016,2016-11-01,92.06370489,25771.66062,-1,6
"BALLYARGUS, REDCASTLE, CO. DONEGAL",,Donegal,100000.0,No,No,Second-Hand Dwelling house /Apartment,,18,8,2020,2020-08-18,71.91219733,23409.2373,-1,4
"APT 31, RUSSELL COURT, FELTRIM RD",,Dublin,118487.0,No,No,Second-Hand Dwelling house /Apartment,,29,2,2016,2016-02-29,121.9729259,34144.23583,-1,5
"1 BALLYOGAN GREEN, CARRICKMINES, DUBLIN 18",Dublin 18,Dublin,186000.0,Yes,No,Second-Hand Dwelling house /Apartment,,12,6,2018,2018-06-12,122.3417314,37406.12892,9,5
"1 WILLOW GROVE, COCKHILL RD, BUNCRANA",,Donegal,165000.0,Yes,No,Second-Hand Dwelling house /Apartment,,24,2,2017,2017-02-24,69.81796228,20670.8907,-1,4
"21 HAMPTON ST, BALBRIGGAN, DUBLIN",,Dublin,237500.0,No,No,Second-Hand Dwelling house /Apartment,,14,3,2019,2019-03-14,122.2901374,38902.81574,-1,5
"8 Whitebrook Avenue, Whitebrook",,Wexford,145000.0,No,No,Second-Hand Dwelling house /Apartment,,25,5,2012,2012-05-25,86.07816613,22306.87531,-1,24
"320 SEAN MHUILLEANN, TRALEE, KERRY",,Kerry,72500.0,No,No,Second-Hand Dwelling house /Apartment,,15,6,2018,2018-06-15,83.74417175,25604.87945,-1,7
"32 SHEARWATER, PIER RD, KINSALE",,Cork,280000.0,No,No,Second-Hand Dwelling house /Apartment,,16,12,2020,2020-12-16,102.4934839,33427.07414,-1,3
