Address,Postal_Code,County,Price_euro,Not_Full_Market_Price,Description_of_Property,Property_Size_Description,Day,Month,Year,DoS_yyyymmdd,Income_Indices,Income_Per_Person_euro,num_Postal_Code,num_County
"53 Baldara Court, Ashbounre",Unknown,Meath,130000.0,No,Second-Hand Dwelling house /Apartment,Unknown,2,7,2013,2013-07-02,96.13678379,24697.88787,22,16
"9 HOME FARM RD, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,550000.0,No,Second-Hand Dwelling house /Apartment,Unknown,17,12,2018,2018-12-17,122.3417314,37406.12892,21,5
"8 COLPE CRESCENT, DEEPFORDE, DROGHEDA",Unknown,Meath,355000.0,No,Second-Hand Dwelling house /Apartment,Unknown,11,12,2018,2018-12-11,103.6349247,31686.50065,22,16
"'The Cottage ', Labbacalle, Glanworth",Unknown,Cork,130000.0,No,Second-Hand Dwelling house /Apartment,Unknown,25,5,2011,2011-05-25,99.84716368,24949.12928,22,3
"4 THE LAWNS, COLLEGE WOOD PARK, CLANE",Unknown,Kildare,236000.0,No,Second-Hand Dwelling house /Apartment,Unknown,30,9,2015,2015-09-30,105.0155327,28547.6755,22,8
"Ardagh, Ballyliffin",Unknown,Donegal,124000.0,No,Second-Hand Dwelling house /Apartment,Unknown,18,11,2010,2010-11-18,77.78483858,19821.86722,22,4
"14 CHESTNUT GROVE, CHURCH ST, KILCOCK",Unknown,Kildare,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,30,9,2016,2016-09-30,107.8389625,30187.67436,22,8
"APT 1 and Newcastle Service Station, NEWCASTLE SERVICE STATION, NEWCASTLE",Dublin 15,Dublin,85000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,31,1,2020,2020-01-31,123.1012168,40191.10945,6,5
"16 BLACKTHORN GROVE, TIPPERARY TOWN, CO TIPPERARY",Unknown,Tipperary,85000.0,No,Second-Hand Dwelling house /Apartment,Unknown,7,4,2017,2017-04-07,90.26349033,26724.16498,22,21
"19 The Avenue, Luttrel Hall, Dunboyne",Unknown,Meath,395000.0,No,Second-Hand Dwelling house /Apartment,Unknown,16,6,2010,2010-06-16,105.2931566,26831.79662,22,16
"17 JAMES EVERETT PARK, BRAY, WICKLOW",Unknown,Wicklow,250000.0,No,Second-Hand Dwelling house /Apartment,Unknown,7,7,2017,2017-07-07,105.057589,31104.22975,22,25
"15 WOODSTOWN PLACE, WOODSTOWN VILLAGE, KNOCKLYON",Unknown,Dublin,390000.0,No,Second-Hand Dwelling house /Apartment,Unknown,4,11,2020,2020-11-04,123.1012168,40191.10945,22,5
"Apartment 8  Block 1, The Elms, Blackrock",Unknown,Dublin,275000.0,No,Second-Hand Dwelling house /Apartment,Unknown,1,10,2010,2010-10-01,114.6838254,29224.81553,22,5
"BALLYMACLUNE, QUINN, ENNIS",Unknown,Clare,130000.0,No,Second-Hand Dwelling house /Apartment,Unknown,5,10,2016,2016-10-05,88.45751594,24762.16966,22,2
"KILLURNEY, BALLYPATRICK, CLONMEL",Unknown,Tipperary,125000.0,No,Second-Hand Dwelling house /Apartment,Unknown,11,8,2015,2015-08-11,90.24713667,24532.99913,22,21
"2 MILL YARD, ENNISCORTHY, WEXFORD",Unknown,Wexford,86000.0,No,Second-Hand Dwelling house /Apartment,Unknown,23,3,2018,2018-03-23,83.40947072,25502.54421,22,24
"10  Talbot's Grove, Freshford Road, Kilkenny",Unknown,Kilkenny,375000.0,No,Second-Hand Dwelling house /Apartment,Unknown,30,9,2011,2011-09-30,88.33458983,22072.44573,22,9
"APARTMENT 1 POST OFFICE BUILDING, MAIN STREET, BRUFF",Unknown,Limerick,20000.0,No,Second-Hand Dwelling house /Apartment,Unknown,21,12,2017,2017-12-21,108.4820304,32118.09855,22,12
"29 King Street, Belltree, Clongriffin",Dublin 13,Dublin,359399.53195000003,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,5,9,2017,2017-09-05,120.8404921,35777.04822,4,5
"9 HARBOUR COURT, FRIARS MILL RD, MULLINGAR",Unknown,Westmeath,79000.0,No,Second-Hand Dwelling house /Apartment,Unknown,7,8,2016,2016-08-07,85.71374307,23994.09734,22,23
"Cummeen Upper, Kilgarvan",Unknown,Kerry,250000.0,No,Second-Hand Dwelling house /Apartment,Unknown,16,1,2012,2012-01-16,85.76827362,22226.56768,22,7
"15 INNISMORE, CRUMLIN VILLAGE, DUBLIN 12",Dublin 12,Dublin,20000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,1,2,2018,2018-02-01,122.3417314,37406.12892,3,5
"14 Hillcrest walk, Lucan",Unknown,Dublin,275000.0,No,Second-Hand Dwelling house /Apartment,Unknown,3,3,2016,2016-03-03,121.9729259,34144.23583,22,5
"43 COIS LI, BALLYVELLY, TRALEE",Unknown,Kerry,178500.0,No,Second-Hand Dwelling house /Apartment,Unknown,3,12,2020,2020-12-03,85.50174849,27883.99729,22,7
"79 KINGSWOOD, BLACKROCK RD, DUNDALK",Unknown,Louth,252500.0,No,Second-Hand Dwelling house /Apartment,Unknown,25,10,2019,2019-10-25,88.50637394,28155.55881,22,14
"BALLYBUR LOWER, CUFFSGRANGE, CO KILKENNY",Unknown,Kilkenny,392000.0,No,Second-Hand Dwelling house /Apartment,Unknown,13,9,2021,2021-09-13,87.17800513,29101.90619,22,9
"aughnahaha, rossinver",Unknown,Leitrim,40000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,12,2012,2012-12-19,89.60981381,23222.09026,22,11
"12 SEMPLE MILL, PARKAVERA, MILL ST",Unknown,Galway,204999.9999,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,22,9,2011,2011-09-22,92.84967445,23200.64433,22,6
"Moattown, Kildalkey",Unknown,Meath,261050.0,No,New Dwelling house /Apartment,greater than or equal to 125 sq metres,24,11,2016,2016-11-24,100.2696773,28068.78233,22,16
"85 GREENWOOD AVE, BLUNDEN DR, DUBLIN 13",Dublin 13,Dublin,250000.0,No,Second-Hand Dwelling house /Apartment,Unknown,24,4,2014,2014-04-24,120.6112462,31589.80748,4,5
"Apartment 65, Cluain Ros Leamhain, Roslevan",Unknown,Clare,56750.0,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,9,3,2018,2018-03-09,88.62694797,27097.79405,22,2
"BISHOPSCOURT, BALLYDUFF, TRALEE",Unknown,Kerry,105000.0,No,Second-Hand Dwelling house /Apartment,Unknown,11,2,2020,2020-02-11,85.50174849,27883.99729,22,7
"RATHCORBICAN, RHODE, COUNTY OFFALY",Unknown,Offaly,80000.0,No,Second-Hand Dwelling house /Apartment,Unknown,12,4,2017,2017-04-12,76.51711325,22654.29745,22,18
"GLENDEL, SPRINGFIELD RD, TERENURE DUBLIN 6W",Unknown,Dublin,970000.0,No,Second-Hand Dwelling house /Apartment,Unknown,27,1,2017,2017-01-27,120.8404921,35777.04822,22,5
"3 CONVENT RD, KILDARE, KILDARE",Unknown,Kildare,131000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,1,2015,2015-01-19,105.0155327,28547.6755,22,8
"Cloghpook, Ballyfoyle",Unknown,Kilkenny,80000.0,No,Second-Hand Dwelling house /Apartment,Unknown,17,4,2013,2013-04-17,91.96687282,23626.62264,22,9
"119 TUR UISCE, DOUGHISKA, GALWAY",Unknown,Galway,210000.0,No,Second-Hand Dwelling house /Apartment,Unknown,27,11,2020,2020-11-27,89.61251364,29161.30477,22,6
"9/10 MITCHELLS STREET, CLONMEL, TIPPERARY",Unknown,Tipperary,20000.0,No,Second-Hand Dwelling house /Apartment,Unknown,9,4,2014,2014-04-09,91.24637818,23898.72928,22,21
"76 ERRIGALL RD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,35000.0,Yes,Second-Hand Dwelling house /Apartment,Unknown,17,6,2014,2014-06-17,120.6112462,31589.80748,3,5
"8 Carbery Court, Rosscarbery",Unknown,Cork,408600.0,No,New Dwelling house /Apartment,greater than or equal to 125 sq metres,28,10,2016,2016-10-28,98.91884037,27690.63863,22,3
"15 DALRIADA AVE, KNOCKLYON, DUBLIN 16",Dublin 16,Dublin,355000.0,No,Second-Hand Dwelling house /Apartment,Unknown,29,7,2015,2015-07-29,121.3860474,32997.87569,7,5
"APT15A, MOORINGS, NEW ROSS",Unknown,Wexford,75750.0,No,Second-Hand Dwelling house /Apartment,Unknown,5,2,2019,2019-02-05,83.51898489,26568.97561,22,24
"3 The Drive, Aylmer Heath, Newcastle",Unknown,Dublin,244999.99905,No,New Dwelling house /Apartment,greater than or equal to 125 sq metres,12,8,2013,2013-08-12,120.0591077,30843.61949,22,5
"8 TAYLORS COURT, ROSARY LANE, TAYLORS HILL",Unknown,Galway,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,1,2,2019,2019-02-01,90.37404068,28749.69908,22,6
"10 GRATTAN COURT, BALLYMOTE, CO SLIGO",Unknown,Sligo,93000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,3,2020,2020-03-19,86.48527894,28169.17605,22,20
"27 HILLVIEW, BALLINDERRY, MULLINGAR",Unknown,Westmeath,110000.0,No,Second-Hand Dwelling house /Apartment,Unknown,27,2,2014,2014-02-27,87.02341381,22792.67461,22,23
"2 Parkside, Balgriffin Dublin 13",Unknown,Dublin,567500.0,No,New Dwelling house /Apartment,Unknown,23,6,2021,2021-06-23,123.9176757,41522.06589,22,5
"18 Barleyfields, Whitechurch",Unknown,Cork,274999.15,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,20,2,2015,2015-02-20,98.45160268,26763.32095,22,3
"2  The Shambles, Kilbrogan Hill, Bandon",Unknown,Cork,40000.0,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,4,5,2010,2010-05-04,100.639342,25645.86763,22,3
"41 OGROWNEY DR, MULLINGAR, WESTMEATH",Unknown,Westmeath,60000.0,No,Second-Hand Dwelling house /Apartment,Unknown,5,3,2019,2019-03-05,75.88279203,24139.75761,22,23
"26A, BROOKLAWN, BALLAGHADEERREN",Unknown,Roscommon,40000.0,No,Second-Hand Dwelling house /Apartment,Unknown,11,12,2019,2019-12-11,81.24967744,25847.06581,22,19
"93 NORTH CIRCULAR ROAD, DUBLIN 7",Unknown,Dublin,700000.0,No,Second-Hand Dwelling house /Apartment,Unknown,23,9,2019,2019-09-23,122.2901374,38902.81574,22,5
"KILNACROTT, BALLYJAMESDUFF, CAVAN",Unknown,Cavan,311000.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,12,2021,2021-12-22,79.16602373,26311.79455,22,1
"CLONBRIN, RATHANGAN, OFFALY",Unknown,Offaly,195000.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,12,2014,2014-12-22,81.08086256,21236.23559,22,18
"90 BELLEVUE, ISLANDBRIDGE, DUBLIN 8",Dublin 8,Dublin,265000.0,No,Second-Hand Dwelling house /Apartment,Unknown,28,9,2018,2018-09-28,122.3417314,37406.12892,20,5
"No. 7 Airhil, Belvedere Road, Co. Wexford",Unknown,Wexford,234999.99075000003,Yes,New Dwelling house /Apartment,Unknown,2,7,2021,2021-07-02,81.57245941,27113.90239,22,24
"KNOCKMANT, KILLUCAN, CO WESTMEATH",Unknown,Westmeath,100000.0,No,Second-Hand Dwelling house /Apartment,Unknown,11,2,2014,2014-02-11,87.02341381,22792.67461,22,23
"SILVERWELL HOUSE, BRICKHILL WEST, CRATLOE",Unknown,Clare,96000.0,No,Second-Hand Dwelling house /Apartment,Unknown,30,5,2019,2019-05-30,89.8789254,28592.1935,22,2
"THE BUNGALOW, ORCHARD RD, CLONDALKIN DUBLIN 22",Dublin 22,Dublin,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,24,7,2020,2020-07-24,123.1012168,40191.10945,12,5
"6 De Selby Crescent, Tallaght, Dublin 24",Unknown,Dublin,215000.0,No,Second-Hand Dwelling house /Apartment,Unknown,6,12,2010,2010-12-06,114.6838254,29224.81553,22,5
"3 MEADES TERRACE, DUBLIN 2, DUBLIN",Dublin 2,Dublin,585000.0,No,Second-Hand Dwelling house /Apartment,Unknown,21,10,2016,2016-10-21,121.9729259,34144.23583,10,5
"8 CEDAR CRESCENT, PARCNAGOWAN, KILKENNY",Unknown,Kilkenny,360000.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,9,2021,2021-09-22,87.17800513,29101.90619,22,9
"8 College Drive, Terenure, Dublin 6W",Unknown,Dublin,430000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,10,2010,2010-10-19,114.6838254,29224.81553,22,5
"DERRYKNOCKANE, ROSBRIEN, LIMERICK",Unknown,Limerick,567000.0,No,Second-Hand Dwelling house /Apartment,Unknown,7,11,2014,2014-11-07,106.2192943,27820.3498,22,12
"21 LINCOLN HALL, RIVERBANK, APPLEWOOD",Unknown,Dublin,195000.0,No,Second-Hand Dwelling house /Apartment,Unknown,14,2,2018,2018-02-14,122.3417314,37406.12892,22,5
"KNOCKREAGH, MILLTOWN, KERRY",Unknown,Kerry,394000.0,No,Second-Hand Dwelling house /Apartment,Unknown,7,9,2018,2018-09-07,83.74417175,25604.87945,22,7
"CLOONTAGH, NEWTOWNFORBES, LONGFORD",Unknown,Longford,150000.0,No,Second-Hand Dwelling house /Apartment,Unknown,20,9,2016,2016-09-20,80.04906276,22408.36691,22,13
"96 KINGSCOURT, CASTLEPOLLARD, COUNTY WESTMEATH",Unknown,Westmeath,70000.0,No,Second-Hand Dwelling house /Apartment,Unknown,12,12,2016,2016-12-12,85.71374307,23994.09734,22,23
"7  St. Patricks Park, Dunboyne",Unknown,Meath,100000.0,No,Second-Hand Dwelling house /Apartment,Unknown,9,3,2012,2012-03-09,98.11650795,25426.57223,22,16
"Bellewstown House, Bellewstown",Unknown,Meath,397500.0,No,Second-Hand Dwelling house /Apartment,Unknown,29,7,2015,2015-07-29,99.21203355,26970.03831,22,16
"COOLBALLY, CLOUGH, PORTLAOISE",Unknown,Laois,152000.0,No,Second-Hand Dwelling house /Apartment,Unknown,9,8,2021,2021-08-09,69.85563032,23127.10588,22,10
"KILVICKADOWNIG, VENTRY, TRALEE",Unknown,Kerry,80000.0,No,Second-Hand Dwelling house /Apartment,Unknown,1,10,2019,2019-10-01,85.37893091,27160.65977,22,7
"35 THE DRIVE, HIGHLANDS, DROGHEDA",Unknown,Meath,130000.0,No,Second-Hand Dwelling house /Apartment,Unknown,29,5,2014,2014-05-29,97.67184865,25581.65174,22,16
"Apartment 19 Marylands House, Beechfield, Shankill",Dublin 18,Dublin,99000.0,No,Second-Hand Dwelling house /Apartment,Unknown,30,5,2013,2013-05-30,120.0591077,30843.61949,9,5
"15B DUN ARD, KNOCKCROGHERY, ROSCOMMON",Unknown,Roscommon,182000.0,No,Second-Hand Dwelling house /Apartment,Unknown,16,7,2019,2019-07-16,81.24967744,25847.06581,22,19
"FAIRGREEN, BELTURBET, CO. CAVAN",Unknown,Cavan,65000.0,No,Second-Hand Dwelling house /Apartment,Unknown,12,9,2014,2014-09-12,84.26433538,22070.03258,22,1
"1 CROZON PARK, SLIGO, SLIGO",Unknown,Sligo,147000.0,No,Second-Hand Dwelling house /Apartment,Unknown,21,12,2018,2018-12-21,83.87320897,25644.33273,22,20
"SHANCOOLE HOUSE, GRACE DIEU, BALLYBOUGHAL",Unknown,Dublin,373000.0,No,Second-Hand Dwelling house /Apartment,Unknown,6,12,2013,2013-12-06,120.0591077,30843.61949,22,5
"Painstown, Donadea",Unknown,Kildare,255000.0,No,Second-Hand Dwelling house /Apartment,Unknown,1,9,2011,2011-09-01,102.7482377,25674.0299,22,8
"11 GOLDEN RIDGE WALK, RUSH, DUBLIN",Unknown,Dublin,285000.0,No,Second-Hand Dwelling house /Apartment,Unknown,14,5,2019,2019-05-14,122.2901374,38902.81574,22,5
"2 FRIAR HILL, DUNLAVIN, WICKLOW",Unknown,Wicklow,320000.0,No,Second-Hand Dwelling house /Apartment,Unknown,2,10,2020,2020-10-02,102.4319249,33436.55561,22,25
"17 Kilfenora Road, Crumlin, Dublin 12",Unknown,Dublin,240000.0,No,Second-Hand Dwelling house /Apartment,Unknown,13,5,2010,2010-05-13,114.6838254,29224.81553,22,5
"28 OLDCOURT LODGE, FIRHOUSE, DUBLIN",Dublin 24,Dublin,260000.0,No,Second-Hand Dwelling house /Apartment,Unknown,23,11,2018,2018-11-23,122.3417314,37406.12892,13,5
"Doireann Alainn, Lisaleen, Adare",Unknown,Limerick,380000.0,No,Second-Hand Dwelling house /Apartment,Unknown,5,4,2012,2012-04-05,108.5769926,28137.37263,22,12
"50 DUNDRUM GATE, BALLINTEER RD, DUNDRUM DUBLIN 14",Dublin 16,Dublin,280000.0,No,Second-Hand Dwelling house /Apartment,Unknown,25,6,2021,2021-06-25,123.9176757,41522.06589,7,5
"17B LONGWOOD AVE, SOUTH CIRCULAR RD, DUBLIN 8",Dublin 8,Dublin,170000.0,No,Second-Hand Dwelling house /Apartment,Unknown,9,4,2021,2021-04-09,123.9176757,41522.06589,20,5
"32 Powerstown Way, Clonmel",Unknown,Tipperary,323475.0,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,29,6,2011,2011-06-29,90.79952516,22688.36699,22,21
"5 AN RATH BHEAG, ABBEYLARA, LONGFORD",Unknown,Longford,40000.0,No,Second-Hand Dwelling house /Apartment,Unknown,5,4,2016,2016-04-05,80.04906276,22408.36691,22,13
"3 STRAFFAN WAY, MAYNOOTH, KILDARE",Unknown,Kildare,380000.0,No,Second-Hand Dwelling house /Apartment,Unknown,24,10,2019,2019-10-24,107.1593191,34089.41499,22,8
"AISLING, BARNACOILLE PARK, DALKEY",Unknown,Dublin,695000.0,No,Second-Hand Dwelling house /Apartment,Unknown,25,5,2015,2015-05-25,121.3860474,32997.87569,22,5
"GORETTI, 29 BROOKVILLE PARK, BLACKROCK",Unknown,Dublin,510000.0,No,Second-Hand Dwelling house /Apartment,Unknown,1,12,2017,2017-12-01,120.8404921,35777.04822,22,5
"1 BALLYGORAN VIEW, CELBRIDGE, KILDARE",Unknown,Kildare,292500.0,No,Second-Hand Dwelling house /Apartment,Unknown,3,7,2015,2015-07-03,105.0155327,28547.6755,22,8
"10 INIS LUA, FATHER RUSSELL RD, CO. LIMERICK",Unknown,Limerick,300000.0,No,Second-Hand Dwelling house /Apartment,Unknown,8,6,2018,2018-06-08,108.2158455,33087.12259,22,12
"Murrough, Rahan, Tullamore",Unknown,Offaly,114950.0,No,Second-Hand Dwelling house /Apartment,Unknown,17,1,2012,2012-01-17,81.3776957,21088.76376,22,18
"3 Darley Drive, Aikens Village, Stepaside",Unknown,Dublin,429999.29,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,4,3,2016,2016-03-04,121.9729259,34144.23583,22,5
"35 - 37 FARMHILL DR, GOATSTOWN, DUBLIN 14",Dublin 14,Dublin,642500.0,No,Second-Hand Dwelling house /Apartment,Unknown,26,10,2018,2018-10-26,122.3417314,37406.12892,5,5
"45 MOUNT TALBOT, MONASTERY RD, CLONDALKIN DUBLIN 22",Dublin 22,Dublin,220000.0,No,Second-Hand Dwelling house /Apartment,Unknown,30,7,2021,2021-07-30,123.9176757,41522.06589,12,5
"57 Woodview, Fionn Laoi, Poulavolane",Unknown,Cork,263326.68515000003,Yes,New Dwelling house /Apartment,Unknown,14,12,2018,2018-12-14,101.6747702,31087.1811,22,3
"37 THE ELMS, COLLEGE ROAD, GALWAY",Unknown,Galway,221000.0,No,Second-Hand Dwelling house /Apartment,Unknown,10,12,2014,2014-12-10,91.09733125,23859.69176,22,6
"11 HOLIDAY COTTAGES, LETTERSHASK, BALLYCONNEELLY",Unknown,Galway,97500.0,No,Second-Hand Dwelling house /Apartment,Unknown,21,1,2016,2016-01-21,92.06370489,25771.66062,22,6
"No 4 Ballygraigue Road, Nenagh",Unknown,Tipperary,209975.0,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,20,7,2010,2010-07-20,92.77836976,23642.66044,22,21
"BOSTON LANE, BALLINADARRA, BIRR",Unknown,Offaly,84000.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,12,2021,2021-12-22,69.69688723,23155.77216,22,18
"Hawthorn, Ballinascorney",Unknown,Dublin,430000.0,No,Second-Hand Dwelling house /Apartment,Unknown,30,7,2012,2012-07-30,119.0093179,30840.87562,22,5
"34 Belmont Lawn, Stillorgan Road, Blackrock",Unknown,Dublin,470000.0,No,Second-Hand Dwelling house /Apartment,Unknown,25,9,2013,2013-09-25,120.0591077,30843.61949,22,5
"APARTMENT 13, VICHORSCHORALAND, TUAM",Unknown,Galway,45400.0,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,1,11,2016,2016-11-01,92.06370489,25771.66062,22,6
"10 The Green, The Paddocks, Hansfield",Unknown,Dublin,330000.115,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,26,9,2017,2017-09-26,120.8404921,35777.04822,22,5
"9 EARLS COURT, REUBEN ST, DUBLIN 8",Dublin 8,Dublin,247501.0,No,Second-Hand Dwelling house /Apartment,Unknown,31,5,2017,2017-05-31,120.8404921,35777.04822,20,5
"Part 9 Aylesbury Avenue, Ferrybank",Unknown,Kilkenny,86975.18,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,29,7,2015,2015-07-29,93.50656162,25419.04907,22,9
"CULLANE NORTH BALLYLANDERS, BALLYLANDERS, LIMERICK",Unknown,Limerick,205000.0,No,Second-Hand Dwelling house /Apartment,Unknown,15,2,2021,2021-02-15,111.3360294,37352.90892,22,12
"13 The Court, Whitefield Manor, Bettystown",Unknown,Meath,209975.0,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,22,12,2015,2015-12-22,99.21203355,26970.03831,22,16
"1 KIRBY APARTMENTS, CHURCH AVENUE, MULLINGAR",Unknown,Westmeath,82500.0,No,Second-Hand Dwelling house /Apartment,Unknown,7,9,2020,2020-09-07,74.69792202,24268.74961,22,23
"19 MEADOW COURT, BOHERBUE, MALLOW",Unknown,Cork,140000.0,No,Second-Hand Dwelling house /Apartment,Unknown,3,4,2020,2020-04-03,102.4934839,33427.07414,22,3
"TOUSIST, DERRY LOUGHT, KENMARE",Unknown,Kerry,180000.0,No,Second-Hand Dwelling house /Apartment,Unknown,9,6,2017,2017-06-09,85.65692567,25360.30687,22,7
"1 MERRION PLAZA, FENIAN ST, DUBLIN 2",Dublin 2,Dublin,325000.0,No,Second-Hand Dwelling house /Apartment,Unknown,20,3,2015,2015-03-20,121.3860474,32997.87569,10,5
"52 Woodbank, Shankill",Unknown,Dublin,493725.0,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,23,2,2017,2017-02-23,120.8404921,35777.04822,22,5
"MAIN ST, DRUMSNA, CO. LEITRIM",Unknown,Leitrim,75000.0,No,Second-Hand Dwelling house /Apartment,Unknown,11,3,2016,2016-03-11,82.35226461,23053.1089,22,11
"5 ST HELIERS COPSE, STILLORGAN PARK, BLACKROCK",Unknown,Dublin,440000.0,No,Second-Hand Dwelling house /Apartment,Unknown,16,11,2018,2018-11-16,122.3417314,37406.12892,22,5
"11 THE GRANGE, UPPER GRANGE, WATERFORD CITY",Unknown,Waterford,165000.0,No,Second-Hand Dwelling house /Apartment,Unknown,1,5,2015,2015-05-01,95.42257239,25939.90205,22,22
"Casa Verde, Mount Sion, Ferrybank",Unknown,Waterford,185000.0,No,Second-Hand Dwelling house /Apartment,Unknown,13,4,2015,2015-04-13,95.42257239,25939.90205,22,22
"1 CASTLEGRANGE GARDENS, CASTAHEANY, DUBLIN 15",Unknown,Dublin,160000.0,No,Second-Hand Dwelling house /Apartment,Unknown,8,5,2015,2015-05-08,121.3860474,32997.87569,22,5
"Kilmore, Clondra",Unknown,Longford,20000.0,No,Second-Hand Dwelling house /Apartment,Unknown,19,4,2013,2013-04-19,84.87861352,21805.62316,22,13
"50 MURMOUNT RD, MAYFIELD, CORK",Unknown,Cork,190000.0,No,Second-Hand Dwelling house /Apartment,Unknown,22,12,2016,2016-12-22,98.91884037,27690.63863,22,3
"24 CYPRESS GROVE RD, TEMPLEOGUE, DUBLIN 6W",Unknown,Dublin,600000.0,No,Second-Hand Dwelling house /Apartment,Unknown,20,8,2021,2021-08-20,123.9176757,41522.06589,22,5
"1 WILFRID RD, HAROLDS CROSS, DUBLIN 6W",Unknown,Dublin,734000.0,No,Second-Hand Dwelling house /Apartment,Unknown,17,5,2016,2016-05-17,121.9729259,34144.23583,22,5
"NO1 DUN NA BO, WILLOWFIELD RD, BALLINAMORE",Unknown,Leitrim,270000.0,No,Second-Hand Dwelling house /Apartment,Unknown,30,7,2019,2019-07-30,82.21186399,26153.15563,22,11
"18 MOYLE VIEW, MILFORD, CO DONEGAL",Unknown,Donegal,59000.0,No,Second-Hand Dwelling house /Apartment,Unknown,11,6,2020,2020-06-11,71.91219733,23409.2373,22,4
"7 Clear Water, Courtmacsherry",Unknown,Cork,56750.0,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,20,4,2018,2018-04-20,101.6747702,31087.1811,22,3
"28 CASTLECOURT, TAGHMON, CO WEXFORD",Unknown,Wexford,49000.0,No,Second-Hand Dwelling house /Apartment,Unknown,10,7,2014,2014-07-10,89.28165522,23384.14028,22,24
"4 Chapel Place, Chapel Street, Balbriggan",Unknown,Dublin,112000.0,No,Second-Hand Dwelling house /Apartment,Unknown,15,2,2016,2016-02-15,121.9729259,34144.23583,22,5
